,Job_Name,Link,Machine Learning,Big Data,NLP,Visualisation,Data Mining/Analytics,Deep Learning,Mathematics,Object-oriented programming,Python,R,Java,Scala,C/C++,MATLAB,Excel,SAS,SQL/databases,NoSQL,SPSS,Stata,AWS Cloud,Google Cloud,Databricks,Azure,IBM,API,Operations research,DevOps,Git,Critical Thinking,Effective Communication,Problem Solving,Team building,Work Ethic,Project Management,Time Management,Management,Innovation,Leadership,SDLC,Decision Making,Consulting
161,Python Data Scientist - Research and Engineering,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0BFUzwZI7hB6sL3-1CSRuneG5TadXY2WMHKQsf1P6r6k45m7TN6EVbfDXe_axt3BS7b6n5egkEfAym44vnFG7hMQfQR9CMQJY7kizhXvr3KH6LDtowaKUEt7PpbGXqDrHT7Jth6vyLAa51j_VZf5cBffg5pBda816ZUiy6m73uas4KwZqQAMlPNE43VGWnk867ix2Qml8mYwsqolDP9VX2NyYnic3Nn-yAKKurC7rhRBd8bmjLkorjnoO5tP6TmWfOaajsE5cugZ_dFqZRkQGhpoFLx35DJlcDhop7j5UpsRyCTYR1WvBrePeRx18oRyJKdqmf7WekAJ7mNGpBHA2yI4f8p7LWbuuSApjPXtTUcEI6Zkqs5zONqy5RYLBgKSEF6dXwxUN8_QUvYm0Hb7ztLLXGB23NiKnoLa9jokyxST3fwg0Tsfyz-Kwc68LPFSZTNdzS2LcHBcX61faphs0hp14XLccjW9ov4dhr6MapnuA==&p=21&fvj=1&vjs=3,1,1,1,1,1,1,1,,1,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,1,1,,,
162,Data Scientist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DznJ5LOB8Sxa7QeEp9Xu-7tmqymb8VetCdACJvEZcmjLc7NxI4nl05s9y4FYYvp4ZyoOtZSbXRe2a3zpGcFuqApy31lt2V0W7jSAKgf8m4RxlrxXtm2Yi7bMznNljQDNFsAXrnOWrm8s-G4yQ2XN3llIVSvPkOSYgtHJvGe8WNtKRBIZbDCl55qo6EMzKDfu12sCN-ezrYUUfHyO1x_chE2zVJ6ZDHxWpGcz2Vo8WLRBjyCyG2nVs0WGVOKv748LNcFOg-CcLtYaNxGwg0Mf0CIbchcgLcGofifnTEwL2OM54VnDqkDr9X2EjI0SwYoCjMZ_Bomk4brUZqID4l_jDRJTzf2wmn0GzzacQxKzutPYDLhWlOPUGNL5Z2ISXukRACWYHqyJqX3isz9mjh1wMGIU49XDDMBIogeW0rMD9sL-Vk6PYOaZ8V1d6OKINdzck=&p=22&fvj=1&vjs=3,1,1,1,1,1,,,,1,,,,,,1,,1,,,,1,1,,1,,,,,1,1,1,1,1,1,1,1,1,1,,,,
163,Big Data Instructor,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0CYMvVl1R3x4HhPmDe20s-Dsm8iEII5uyjFc-sLJEUXzLh2VAYLKF2jRQ5wKCQUQVEJBRfM7UITcbgLYL356kofBJUIJujXzN2DBReUeYkT1QzGkRR1PNVAGuESHqOPpvZdtigSrw45ao3-nzuu-x3yMyS3cTLhaTbB6EkBd7cmBZ5Cy4nNTE676cEbWKWAKJQImAtV5PAPO3rmnF2B61RXN85QI5zy31yNBb6CkaCdBnzmVFEt9sAvg1wPmKjGKzxE9-e-nMKTGDbY4QV7V8Tw9I-O-cBrQCDxXTmIoa-_-8lDdhwv4FLxdPEJP5hyINu3JX-Chc6WGgmCWmhYSRdCuGmhkK9cyqj6mP5dVs09N9xpTDajAtOlUiBziviGg8SCZXoz2aOYWe4cq_UB36fQQpGkRBmNBiYa6eKJhV6pYzQy5mOTYcJTvTSqJSugSAINVYYqs39nvw==&p=23&fvj=1&vjs=3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
164,Data Scientist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0AXBtxsLe9m2KRj_jCBdk184ANefrLFEPSzBzUevTHxVwzdFFWiCuUFfaZuy5dwRaMj5mCL0UEU0zImT-niN5AwOtL7_oWvk0ODx5hsNu4bQngYuf22su9ZAmnXrFu6_RTciQEPhjyJuMTyRq5voyJQoLFiGOz0vYxEgL2oQm_XVq0JoSuVzvRskkgo2biR5iI1YRe-4_AMV6jfZvPafcbJhG3l2go7opcop5-1UoMplit2VdafYqaug74xTW4V5FBb1m0bpGmG9ngPYyk-LYeNJ3tz7irFE2Um6p4cwDdZJRcYej15FYXClJHCJA7zSNNDrfUQ0ZgIeA9IK6g9fNGptZ10zfcm3eRQ-S7-xfy13R-9h1zAAPQY5ej3_qvJtqpwGrRwd7EqMzxD7uGvzj6jkD1claUGtnSa8mAFHwMmTj827ZZIVkWPh23q6sJmP7bNtytux3V9xqHzttPobS9ftHwSeg25sn8=&p=24&fvj=1&vjs=3,,,,,1,1,,,,,,,,,1,1,1,,,,,,,,,,,,1,1,,,,,,,1,,,,,
165,Big Data Operations Specialist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DfaJzxeKsHg3yNa09Lu8cQQduvjegwzxl5yjE4sdO8aCQ7r433WSCgz7HcYFllrIDsHBe4z3rcFtA5i1J5G4FbQMDoOPjw874oHHM5HAs3M9-kNVuGFDx-C2Qyis7Vbs-NfuFaJ6u0bZw_pp4CQuhtaewMu6iFdejprVTxome1tJqek8_D8L0WSOLd_TDOmwOcrCSqCVkkAe-VEGxN5UlnwddH6eBnYbXM1S2vSft2-4D49d_DNvvc2DTqxh07ee-U9CzLZWTCWapVhvCzy-F2yp94z4lXRqN-jje-shdQ2WbrT1rDPDFbhmA9jJDdYIxLVUewGVrdEvmqV6w_ywEnlD9PZqSIcAgvDVI3yucXzOlpTKLzDw00YgXKeRweorRCQzRFU-eItGINKSGd9h-pzyd4ZRY-A0vwS0xWjZczowzcP2qQOsPDGHRvxZMLeuSJzx_rQ6yvmgzjm7JxCX2V3QaBqWCApO3__4egoVScZRBkZUNQGwtK3WluxlWg8IFphLD3aIfyIeEgFQubanxSL1pDX6keYt1y8iTp-MbGPd1vN3EC6P2hPOriXe3h2xE=&p=25&fvj=0&vjs=3,,1,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,1,,1,,,
166,Data Scientist - Price Point – Start-up company,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0BJik0eOC2RiRcwALxZHhvolY0CiBGpIrD3jqHmT6hgcj9GGUq3nwzxcDRn3ID9hoVNHpFJfiMZVEii0Cjbtagb3mhNDEo_oIHpFMg9rCWYzYfQN4HIi5Iz2oA57hgnhTPzzOvyQ_a7LX3zRK22bHJRRSaN0PAPBBB3IrcOYUTwEdOd7nh2KoYQf-RYoFfBtYRu9cAHCRu1swmdFLkKBYfh1vKe3Pqr01TR5W1BOSWC-aSewyyNroXRR2pSXebXU9uhjw-iKER2ZM5SjJ3rkOy-v--ZCzVXZOw9wcwYI5gP0cfCrTr8Bk82MbhDvxDNMFhzY7klJco9c-sbveCDbuFPCVblikGb8pXyWS0nDUrlrDQ_qpzuY0mTZGiTyU3kls5upClReR7l2ausmJedGTFc42vijh55cWjRdPiTFpyuSDeOZVslojzUZH4Jjxbs2kqQGMhduJQ7BPcdfnSfT4ahdWqvXaoHFb-pXOCF0VQulqKdQn4I1clUmQbNUBHm18dKQKXrfkFBRJMlDBIUkx1IUPVZluKkfgR3GpaSKdjbvpQ7wxeq00gUMApK_vkGQPagblyTpoPr7A==&p=26&fvj=0&vjs=3,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,"Data Scientist, Financial Crimes and Cybersecurity, Senior Associate",https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0CFuo8Y6gfchSUHQ1--N7NldjQkI7yBNtHdUdaTqsTp_wgBx-mCezkojpE1FqImCDcdMpTknceFKa1yqHEfg7eAzIRiEPi0KnsHBrUZqxbRZ7zRnwJLbU1gJumxWF0-bCwuOKher6Wuzrh9SqRxKGwEj9kdBxL0AjDKMcJ4MqNXrsyp_PgGz8DS618d879TelGtygC7eMlWTKEYJDX4tMDcmoVKAuqto_pdx49Ipa6Du3q-BzetqrPNmOVo5sUcxAJvsb7Xujd9HyV7w67wSE3ESFR4gKvJPmy0AGSiZWIZhErVYTFptheK7djGqI8eL72-88LtxbDfPUY-7hY6EeMAEyiLBWj0uCLnLbbBCynzJNYD3ByMNg16sEh6T8G6gJsXV5xLQsvC7KqdB4dvRPvJFI6KtrIBx9AKDp2ROIATP7uwFmwVsqngEGnqEuZ-TIAL6fU_6TrCMBh4rTIaY-hO6-HbfC4k1TbH5_dETF2tDxDUIu6DhDc0qWFXp8HYmdzDgIlrI9cnFUka0c1L6nh0Y_TSAkxIvHkw37bQ5uAy5A1TYFB0bHj5wlaJ90aCMCug180zNP4dquFWNDsPG1fXTfh6pweVeLopjIz48V6NsVJqEhqO768x&p=27&fvj=0&vjs=3,1,,,,1,,,,1,1,,,,,,,1,,,,,,,,,,,,1,1,1,,,,,,1,1,1,,,1
168,Research Scientist Intern - Deep Learning,https://www.indeed.ca/rc/clk?jk=edace179a6dd4e9a&fccid=c267f29f0f85e8b8&vjs=3,1,,1,,,1,,,1,,,,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,
169,Senior Wireless Data Scientist,https://www.indeed.ca/rc/clk?jk=638e244e4f160533&fccid=b5583ca8df6a68c3&vjs=3,1,1,,,,1,1,,1,1,,1,,,,,1,,,,,,,,,,,,,1,1,,,,,,1,1,,,1,
170,"Senior Data Scientist, Fraud Modernization",https://www.indeed.ca/rc/clk?jk=f382ce6adbf03b5a&fccid=3a429036b3725efa&vjs=3,1,1,,,1,1,1,,1,1,,,,,,,1,,1,,1,,,1,,,,,,1,1,1,1,,,,1,1,,,1,
171,Senior Big Data Developer (Cloud),https://www.indeed.ca/rc/clk?jk=623296d381cf4cf5&fccid=efee8d7cab418992&vjs=3,1,1,,1,1,1,,,,,,1,,,1,,1,,,,,,,,,,,1,1,1,,,,,,,,,,,,
172,Data Scientist,https://www.indeed.ca/rc/clk?jk=aa2e9445b1a64199&fccid=d8ca090bd1ad5f9d&vjs=3,1,1,,,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,
173,Senior Data Scientist,https://www.indeed.ca/rc/clk?jk=2de117e449a193e5&fccid=f4c6ed63cbcfdc0d&vjs=3,1,1,,,,1,1,,1,1,,1,1,1,1,,1,1,,,,,,,,,,,,,1,,,,,,,1,,,,
174,"Associate Manager, Campaign Analytics",https://www.indeed.ca/rc/clk?jk=aa1e40e1b178db6e&fccid=d7114f1cac8d0711&vjs=3,,,,1,1,,1,,,,,,,,1,,1,,,,,,,,1,,,,,1,,,1,,1,,1,1,,,,1
175,Machine Learning Engineer - Content Discovery Squad,https://www.indeed.ca/rc/clk?jk=e18e7e4f7e386356&fccid=ea2f3473c53cb525&vjs=3,1,,,,,1,,,1,,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,,
176,Research Scientist - AI and/or Machine Learning,https://www.indeed.ca/rc/clk?jk=ae753d292902beb0&fccid=f4c6ed63cbcfdc0d&vjs=3,1,1,1,,,,,,1,1,,1,1,1,1,,1,1,,,,,,,,,,,,,1,,,,,,,1,,,,
177,Machine Learning/Data Engineer,https://www.indeed.ca/rc/clk?jk=893f6b0fd5e55acb&fccid=cf8d3d60750f6a59&vjs=3,1,1,,,,,1,,1,,,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
178,"Director, Data Science",https://www.indeed.ca/rc/clk?jk=82c0b672d840fdee&fccid=3002307a9e5b4706&vjs=3,1,1,,,1,1,1,,1,,,1,,,,,1,,,,,,,,,,,,1,1,1,,,,,,1,1,1,,,
179,Machine Learning Scientist,https://www.indeed.ca/rc/clk?jk=0e283bd642939ccd&fccid=2c0a62ec8f3ae315&vjs=3,1,1,1,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,1,,1,,
180,"Specialist, Marketing Analytics",https://www.indeed.ca/rc/clk?jk=dd69902b93369062&fccid=6d9b8e75dfffb17e&vjs=3,1,,,1,1,1,1,,1,,,,,,,1,1,,,,,,,,,,,,,1,1,,,,,,1,1,,,,
181,University Internship - AI Engineer,https://www.indeed.ca/rc/clk?jk=7d0490cdbd3a561a&fccid=799362a2faa3b40a&vjs=3,1,1,1,1,1,1,,,1,,,1,,,,,,,,,1,1,,1,,,,,,1,,,,,,,,,,,,
182,Machine Learning Engineer,https://www.indeed.ca/rc/clk?jk=1aa12056d4d7bd99&fccid=088981af222032de&vjs=3,1,1,,,,1,,,1,,,1,,,,,1,1,,,,1,,,,,,,1,,,,,,,,,,,,,
183,Machine Learning Developer,https://www.indeed.ca/rc/clk?jk=e8a9eb5c6bc7c620&fccid=c71c81e6ff3d20a6&vjs=3,1,,1,,1,,1,,,,,1,,,1,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,
184,Product Manager - Data Science & Engineering,https://www.indeed.ca/rc/clk?jk=5fc1be6d22c34205&fccid=d5a5824be27ba831&vjs=3,1,1,,,1,1,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,1,1,,1,1,,
185,"Lead Educator, Data Science",https://www.indeed.ca/rc/clk?jk=7b2bc83c0b642208&fccid=163ccc336a959b8b&vjs=3,1,,,1,1,1,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,,
186,Machine Learning Engineer,https://www.indeed.ca/company/1000ml-Inc./jobs/Machine-Learning-Engineer-4cc7d1d63ce4133b?fccid=a7bb3c4ea5d591f5&vjs=3,1,1,1,,,1,1,,1,,,,,,,,1,1,,,,,,,,,,,,1,1,,,,,,,,,1,,
187,Senior Data Analyst,https://www.indeed.ca/rc/clk?jk=8f290b8988d3139d&fccid=935bdcc8ea6ea513&vjs=3,,1,,,1,,,,1,,,1,,,1,,1,,,,,,,,,,,1,1,1,1,,,,,1,1,1,1,,,
188,Senior Data Scientist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DPvDrY7fOi7IBjGen6Dx7RXxfTf3xqH9cPvuoqrlxtCEWGirnFmPeDqLmC0lmmv53RT4c7TfVaEeCaKVRyV_uwnQ0WZWsfo1bn6WZeEBuu9sU3EZXbsctoqXEI3pYPLgSyBty4p-CKJVlNJuqhH5RgZux2kej8PJgnpdx0xJ87ahEj3pitmkjI4Z_FcdItaUP_MZT4eYBJyrslRIKDywK-I_OhcQzU-xvLeMuEKG9NQs065DvkIhscE3_7svw2terLpqTs9TfadIVBVlU2xyB52EJZklFCVBDtZGoK9tAJQXU6Z7qFxnewsEKTLdhrPMkcfIhlURyItbpXdz9idZOv4e9DwwOL4DZ-CkJ9jiwYCzMLc1fpDVPKgMFHYZeHOfjDwHBB0aqgOGDjf1wG5IzGSMIcZFlycuSGJSj02-wP9Pb6i4GocFGu_514K-ITkJ_OAo5o5RCieAeysdVqFRw0V82KjrC9fcL8gzk2oylatyLuOqE50kY9mnGxhmnYFoLPSVdsOTkG5QR_DNkkx6ENed13DQVTN4grTYIP4FXeI-g6OX2SJv9epESKSy9hT7I=&p=20&fvj=0&vjs=3,1,,1,,1,1,1,,1,1,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,
189,Python Data Scientist - Research and Engineering,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0BFUzwZI7hB6sL3-1CSRuneG5TadXY2WMHKQsf1P6r6k45m7TN6EVbfDXe_axt3BS7b6n5egkEfAym44vnFG7hMQfQR9CMQJY7kizhXvr3KH6LDtowaKUEt7PpbGXqDrHT7Jth6vyLAa51j_VZf5cBffg5pBda816ZUiy6m73uas4KwZqQAMlPN5KGuA9pDqskhVROeNPN8iSfKA6elGQEsUFRXs372OuBay2BMT676eTzPjrdL75Wpd0UjP80sulvW_V7z6Uycrd-Vu8U3Em3urOnHNAHKMOrdn_X-YcUlqaUKn3jVh1hZv_XyUma22u7mKbuUmq7turiUUmv1IbJFp7LzUCNn6jlyCoXLdJb6Nl5vhxvnKQQbM-vYsjsHPok4Ijp5URs8EuNHZG4TatCfeGLd7T3jpU8M_1OYttFhm4bXaHYX8MLaoqdxeq_ydKJ7pZdnWZThxOGX9vu-hR5tlBVlOLpl0ne8T1yyeGMoPg==&p=21&fvj=1&vjs=3,1,1,1,1,1,1,1,,1,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,1,1,,,
190,Data Scientist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DznJ5LOB8Sxa7QeEp9Xu-7tmqymb8VetCdACJvEZcmjLc7NxI4nl05s9y4FYYvp4ZyoOtZSbXRe2a3zpGcFuqApy31lt2V0W7jSAKgf8m4RxlrxXtm2Yi7bMznNljQDNFsAXrnOWrm8s-G4yQ2XN3llIVSvPkOSYgtHJvGe8WNtKRBIZbDCl55oNSJRkyp6b6X5dqI_oQ7DpK7z8jcA4vjPPn1B9p6aBRs19bMT6WBIAiQW0irM7DHrgcerhkSKqUddXM9EifwQNX4NyvQc5MNGbWXO_kVJbQsdotHHq2pVW8-avRUVHXm430-sbD7s0IAdkM0jsdz28xXa6SaKKjb8oAhM2I_ia2m0sUhBePkKD9rTMc179zOXmV0zfzU5Ad2t3DWXRxTbRL68YrF1ZDwajgB83fGNzD3hajFQqqsQE6HBX4Vu4A-KdAZB51Gjek=&p=22&fvj=1&vjs=3,1,1,1,1,1,,,,1,,,,,,1,,1,,,,1,1,,1,,,,,1,1,1,1,1,1,1,1,1,1,,,,
191,Big Data Instructor,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0CYMvVl1R3x4HhPmDe20s-Dsm8iEII5uyjFc-sLJEUXzLh2VAYLKF2jRQ5wKCQUQVEJBRfM7UITcbgLYL356kofBJUIJujXzN2DBReUeYkT1QzGkRR1PNVAGuESHqOPpvZdtigSrw45ao3-nzuu-x3yMyS3cTLhaTbB6EkBd7cmBZ5Cy4nNTE67hZAG1-VgvyeBq48KHuXvkKMN2k0oqw3vPDhJyS9SS3ZRRb99Ae-MMIJMpg93DfqRCYWsgI61H-tKeSeSpnxr-wKCAQm9lCbGBrwAQuY05XO5KJoRhy4GUtYaJfiEDkwLGHUFGHNKfmQFYwRHOmQziKiLf-fZozW9ql_qjUjVOPgfyJYsCb4kID7hCMFXvD5_bNsVtZpzIrwU4d87FRO3wG3TuipQW9c2gK7YlgaPFTh6J-Dav7ishSGsWEWURRLrys4SBx08eRtVNY0o0bjymA==&p=23&fvj=1&vjs=3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
192,Data Scientist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0AXBtxsLe9m2KRj_jCBdk184ANefrLFEPSzBzUevTHxVwzdFFWiCuUFfaZuy5dwRaMj5mCL0UEU0zImT-niN5AwOtL7_oWvk0ODx5hsNu4bQngYuf22su9ZAmnXrFu6_RTciQEPhjyJuMTyRq5voyJQoLFiGOz0vYxEgL2oQm_XVq0JoSuVzvRsocabEUH07wVW0oTM6WcZYDQsmN3pR7i38SJxRv57TFRic472cfcThi-GyVefaChSSvOdbGYNFZxNANBS72KO7W3yJUXiYOZ3hweQcMneQtg_EDG0KC17um6Sne8arXLz7YoTKG83hYicc59Ntn0C7RN_qh-ibS6hdWkeCR21Dsr78FiIWFrrIARz7-gL872EyuGVRxcxsMe4oom2tvXzS0kXY0_itJxE8DNzgZeTSGpb3LCBtimn2jtaKB5keBONA-SnWZLFw-Dr68CKLsJHN6oEiJ8iQJdohivwuHbjZp0=&p=24&fvj=1&vjs=3,,,,,1,1,,,,,,,,,1,1,1,,,,,,,,,,,,1,1,,,,,,,1,,,,,
193,Big Data Operations Specialist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DfaJzxeKsHg3yNa09Lu8cQQduvjegwzxl5yjE4sdO8aCQ7r433WSCgz7HcYFllrIDsHBe4z3rcFtA5i1J5G4FbQMDoOPjw874oHHM5HAs3M9-kNVuGFDx-C2Qyis7Vbs-NfuFaJ6u0bZw_pp4CQuhtaewMu6iFdegvoKj-9YY6KH6H6wSsXp2ua2WWl_JDebpcgx2v0AV-UnTD0_ymeJwtN94ASYrz53Qe7gZ9mYqmmaFZEJdNy0GkYLNI56uyzifXk-9jpktSngmR1i5rWGLlJNRdg7tK1d2swHkC9vrxvkt3EwPhCzrIj26jdUPAyl1Vltg6U7D1J6ZWnipKaaGPTNBgobl8VWr5zyaRmJQZn5jBCd-oi_x9ZSm6RwDt7h9Cv1KIvkrXCoGZsJA-RsJHf8cAj_ePximcpe7bWZQg0fbOMZ4pcWwXPIfUOZOY4olk1xJpDUH-twwbYxhZNjL_saSFz7H70P7gdLyWe4R8pHfzcgq4ZSVU3X1xhO8SPegFDHvUx26n9khzeBCitHlGZ5RKI6Y-Q-e3f9CYyHEsF5DpiV5jcAljfn9AYPeHIXg=&p=25&fvj=0&vjs=3,,1,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,1,,1,,,
194,Data Scientist - Price Point – Start-up company,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0BJik0eOC2RiRcwALxZHhvolY0CiBGpIrD3jqHmT6hgcj9GGUq3nwzxcDRn3ID9hoVNHpFJfiMZVEii0Cjbtagb3mhNDEo_oIHpFMg9rCWYzYfQN4HIi5Iz2oA57hgnhTPzzOvyQ_a7LX3zRK22bHJRRSaN0PAPBBB3IrcOYUTwEdgnoUDJSmtraNhx44Pj-0RmqhZAErYquvYTUvguSaepGaSHWn5dhxB1Zj4eHE0xbjN89Ws-N5nNqBOAXzKiNPavzyd41Pp9NYuZKfTqGERKmiTNd9EI6ujiOcgLTSBET4mtRBr7KjdCNm92EuR6coeuT8MXlYTV3k8aIA8pIt08SoIKkcC4sH6Ma1BKeDL2t7_ckR6h0V4sy-O6NLpTptvExf6iYZLVA54KfocfCxkDiAMwZsVwrxeJNkXsjOsUxjUH6CYast_Ik5AfZFRMVNpNs6SRz2rIKvjNnEZCc_5guxxtpJjaj8poOBFyJ2Jm0HdVRTdypA-ZIufQNUV_OsIVdyVZV1NXF89idQFqOEcHtJQipsjNrbzNTceFffsIu1fVVSp6TMjLuHXaMYP0DgMipDP0n9wFvg==&p=26&fvj=0&vjs=3,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,"Data Scientist, Financial Crimes and Cybersecurity, Senior Associate",https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0CFuo8Y6gfchSUHQ1--N7NldjQkI7yBNtHdUdaTqsTp_wgBx-mCezkojpE1FqImCDcdMpTknceFKa1yqHEfg7eAzIRiEPi0KnsHBrUZqxbRZ7zRnwJLbU1gJumxWF0-bCwuOKher6Wuzrh9SqRxKGwEj9kdBxL0AjChWb9G9U-S8nDEJwrxUCDsOafAB6C6jiQeEzuOAI01KHp8oPFnFMj24n80YigplJbFrJWMRAszSsiLOKkdPzTGMCmrSK1XmszKvP0JXLj7HATiDAYOD6eWB-olk1EL572WlG-WnRRCLGr_4kVqcyW4SwhV9eabktvJKmTfZqeZQ6_RHlExPW5fHg0HNoyDzheNgnlUJ6P-EUW_XT3F1g78sUdkTZKYyIW3NiSfPhAsl_UtdHALSG3oAMIfxJcz6ixFPLrsGQb-GPcm3zWuXPYXuIFroYQwkSj2WaNPDgsJ3hinm_IlnSt1cfS93EWJVQ5jwM9L1IYQrRNSUc_ul4s9mFNzOI8tnvz3EyrGXNn-dE-0lrIGNCClxQJBVCqGwWnvJvn2hrTm0W9r0FgUnXdH_XNBSuUEhkoyusnd3T3uJIBvurl1yskbpY3hxWfrC-cba8Uxyb2D0s-CfupG-fPi&p=27&fvj=0&vjs=3,1,,,,1,,,,1,1,,,,,,,1,,,,,,,,,,,,1,1,1,,,,,,1,1,1,,,1
196,"Data Scientist, Financial Crimes and Cybersecurity, Senior Associate",https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0CFuo8Y6gfchSUHQ1--N7NldjQkI7yBNtHdUdaTqsTp_wgBx-mCezkojpE1FqImCDcdMpTknceFKa1yqHEfg7eAzIRiEPi0KnsHBrUZqxbRZ7zRnwJLbU1gJumxWF0-bCwuOKher6Wuzrh9SqRxKGwEj9kdBxL0AjBAO2TKv4J-z1p6wN4FZWunUFyscLxtdlDO0qRfb5i2OS9lMkRCgNZnKcR31YQXN_Z_IWMnJ8EK8cCbg5PgBiEo2mxjC6_HnSQ_7CQwPfz-_V1RKIEn1YugSkeJaezRKT8vdRucUv5J3KyJhMhrm8lgLUlLGBZO_99XOM04k2DhZq928AAgCBKdU3FQMHlc2pwtqY8D8D6hnBSTfGwitEJ2b73N76k8qzKCUj32BWW8TGPjf8CqGmEyeG2JPeCLcSRptTsUyVMpR-PfEXZ7nFlsmJAqZaRDmnFYN7ADVml-aBptQe7_3vM2EnlxMnnzuVpyFSzrl00UH2Ob89npH1dFwxm5Ymgs-4IDyxpKklkdNL1z0ceGt80UpSUFMeKSKPsT9EzzF8hwbNZa55_sN0BYxoQU6lFEavp3mBN-ieUVXjucigugEY3PDCNFCLj0dPYh6QZIYIjEMwJtQITeT5V4&p=0&fvj=0&vjs=3,1,,,,1,,,,1,1,,,,,,,1,,,,,,,,,,,,1,1,1,,,,,,1,1,1,,,1
197,Senior Data Scientist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DPvDrY7fOi7IBjGen6Dx7RXxfTf3xqH9cPvuoqrlxtCEWGirnFmPeDqLmC0lmmv53RT4c7TfVaEeCaKVRyV_uwnQ0WZWsfo1bn6WZeEBuu9sU3EZXbsctoqXEI3pYPLgSyBty4p-CKJVlNJuqhH5RgZux2kej8PJgnpdx0xJ87al5Mo8PH1rXVojcjgAnkDYU8P9QDKxa4OWJOGciFr2w_MB5Zv88k56EwDEHz7hJheQ-mcU2HRk2K9uSSwMQjkSB4prbakF8ehQ1Wmdk3jA1FMbHr6oVCXearQqJ2gwVpgAYsm-tfVUy7A_aQrRWoqYRilWS-6Orf6OyhZCtN2EpTO76eBdCkdEKc3-f91t3K4oLoZe_ObFEXZo3FfxhPMg1iDsQ3_bhYl8_w1BFcEU4TNkzw5NvIBL9-43G0IY-TM4gPURylXhk28L4yocngsgbfJo9S0ksUtOeS8-MYn4z_xW6w1ddgIouboqQTSRW6gn1OUgkVcNdUYYtzfCLOXK3MAJl8ZfJ1GBet94q_wodU7nOh7ALt9CZJOXx8WJMU9KDqMNqjAXoKqiRmqflagcU=&p=1&fvj=0&vjs=3,1,,1,,1,1,1,,1,1,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,
