,Job_Name,Link,Machine Learning,Big Data,NLP,Visualisation,Data Mining/Analytics,Deep Learning,Mathematics,Object-oriented programming,Python,R,Java,Scala,C/C++,MATLAB,Excel,SAS,SQL/databases,NoSQL,SPSS,Stata,AWS Cloud,Google Cloud,Databricks,Azure,IBM,API,Operations research,DevOps,Git,Critical Thinking,Effective Communication,Problem Solving,Team building,Work Ethic,Project Management,Time Management,Management,Innovation,Leadership,SDLC,Decision Making,Consulting
252,"Data Scientist, Financial Crimes and Cybersecurity, Senior Associate",https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0CFuo8Y6gfchSUHQ1--N7NldjQkI7yBNtHdUdaTqsTp_wgBx-mCezkojpE1FqImCDcdMpTknceFKa1yqHEfg7eAzIRiEPi0KnsHBrUZqxbRZ7zRnwJLbU1gJumxWF0-bCwuOKher6Wuzrh9SqRxKGwEj9kdBxL0AjDxJRUUvCusp5Hgzzl6U9k8dUaDJIaAd8TrGNk77p38lUwpy9Kl5SrY2U66MSfcCcOpZf1-QrYFnsESyFkOaCaAJRL8ZW8SIOoNcqCHoaCQUIu4DjpHEjIMqxO_D_WtQA9qfaoPKG5jT8At127bMW3rxD2aQP823GCfRVSXt5alMG0_SbWgr2uFexeMwOVpLcBJr0YDo-JAuMrb32lQAIp8s_McmPFvLSZ4sm8uHejTcRz9ALbMihNNfAHZd0WAbE9pSHiYm0KP6qNkDStUsyNsCEhbkC3zI1vPDCOMGgbtqKVPWxpPgeCP_oyQAtrAoSm9irzoSH_L5zfzFxKbzseEnnPEcUro-yn__Bg8sLb5jScS1f7R3nrkWej0GmZSHLN99WZ0s5Vo0Ycz73Bm3tsiEzGuH7jCDxB1aqHvhA43ACRWFSC66cMp5-B4V-_1N28XowODfdips2BE-4wi0dlO&p=0&fvj=0&vjs=3,1,,,,1,,,,1,1,,,,,,,1,,,,,,,,,,,,1,1,1,,,,,,1,1,1,,,1
253,Big Data Operations Specialist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DfaJzxeKsHg3yNa09Lu8cQQduvjegwzxl5yjE4sdO8aCQ7r433WSCgz7HcYFllrIDsHBe4z3rcFtA5i1J5G4FbQMDoOPjw874oHHM5HAs3M9-kNVuGFDx-C2Qyis7Vbs-NfuFaJ6u0bZw_pp4CQuhtaewMu6iFdegpGB8VY9Fni6vr4DpJxTvrG_Xmcl_yHQdnK1ITwMxHZiJ1w8ZHmbAPPcYNfS32VA7ssd7iHeew9uA2P0pLhNRleCwBL9AbHFEBw_puAuE-086PQrlUvHBf8cjq_YMeLTntjhf6knkt4pgJwq7kr5HqTCRiUF4Txnuzqv956-plm0Cfq3Ni_axdC9wlPui7k3valjfxgsAZtuqhRpr1xT2Hx2yNzzlZk5i9G-VGN4WaFraAX6QXxezdxm5xYZMKhMYAhHHj6YwnrDqdNJiRWiRj4EmGRcWrIa3fW-Dj3rfWDj9q1N3HGgXzy0h-TT91xr2KZR3lOcqk9qzYnc_ngr0j9C2GY6l2hGDWU8KjQv-GS0MF9xuKi4djqIdvKFuef94ac9Kq_MQ4ZCi3YswbL0Fv2aSmqX_ow54=&p=1&fvj=0&vjs=3,,1,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,1,,1,,,
254,Python Data Scientist - Research and Engineering,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0BFUzwZI7hB6sL3-1CSRuneG5TadXY2WMHKQsf1P6r6k45m7TN6EVbfDXe_axt3BS7b6n5egkEfAym44vnFG7hMQfQR9CMQJY7kizhXvr3KH6LDtowaKUEt7PpbGXqDrHT7Jth6vyLAa51j_VZf5cBffg5pBda816ZUiy6m73uas4KwZqQAMlPNnXOVdipuAbARk76QWkn-2kFb-LA5q5DEtb6SkD78XZZZaHsucezc2GgKj_G3fzfHtN3S6PdazBYmvjuI30fSnvvAo3rgkSS79HLzye-yWzawEDX-CpokWLQQcE2nY4M-o-ieexG1CopHYAR9Y4GbHuzs1cnf2RvQdj4iXbhMGiKa8mEGY6uVRN4-61wlE7rq00jcotcl_JVzmCw0iWEetG1iyBUVUAFQ9NB-LnwHLuWxebijF0XzKgrLrbZxFrEvhTmYEWaMinJMVH8JTyzSNUlr44CIjceF6Riw0IpawHRe7WoQ7Y8SSA==&p=2&fvj=1&vjs=3,1,1,1,1,1,1,1,,1,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,1,1,,,
255,Senior Data Scientist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DPvDrY7fOi7IBjGen6Dx7RXxfTf3xqH9cPvuoqrlxtCEWGirnFmPeDqLmC0lmmv53RT4c7TfVaEeCaKVRyV_uwnQ0WZWsfo1bn6WZeEBuu9sU3EZXbsctoqXEI3pYPLgSyBty4p-CKJVlNJuqhH5RgZux2kej8PJgnpdx0xJ87apq9LiJz-y5fEj9vCvMUtGytWsFeOWUzgEN5Q_zGruHz6MkP1MVas3pBJYoHO86TVbeaDU0SEMsqZrLTpjlwB1ZDMM047eTrBXnyclnVVc_ww1WiZLg4XFw-EK23LEYSmU1RPcBw1kpwBFtDCcdZYJoBxaO79lSRi-SuoC05pVLOYDbb_xyxyyuWd8Cr87KTd77zRccG5Yw1Ei_Sp896QHfmBAo8ofJDREARfkRuRCqnMX79cml4MVdOuuKeUbUtvQ_92BR4iedhKoL4HueWMS1bnEuOA6Y1MVyn28VYaDAIHwYmfgad2twf1n0XvJ_2KzJMoCMYagnOm-SV_wXRPmbGPnEZcuu58USO2vNa97fLRBanVo2QWRv_VO8RVHeMzQWvtvkdMCShkNK3di9RX84=&p=3&fvj=0&vjs=3,1,,1,,1,1,1,,1,1,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,
256,Big Data Instructor,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0CYMvVl1R3x4HhPmDe20s-Dsm8iEII5uyjFc-sLJEUXzLh2VAYLKF2jRQ5wKCQUQVEJBRfM7UITcbgLYL356kofBJUIJujXzN2DBReUeYkT1QzGkRR1PNVAGuESHqOPpvZdtigSrw45ao3-nzuu-x3yMyS3cTLhaTbB6EkBd7cmBZ5Cy4nNTE67gc1PtFXk6otHUnB7gQXqudBirLewVfDM6pXnxtDZr9Pyii4rpOmNaS6EsrBP5gQbx5P_Qu6uwoJ7uOrX34WB4AIoriPKJSatIRs1bEHZEEcIWvn-S5XZha_hrNNlHz2Keg-gFbU_UGny-zKbjOAB7sMcA0gTPK8JjS0oCmZpuMpe44LJ3qU66s2yWiGIisM8mu_0gJ8pb2vDMrMAaEMAY_cKuIucTNw1yyBgmf7A0wsLMWJ78gu1dDr3JTu4HCuyHIVQKbg6me-DgMg2ZtVUPQ==&p=4&fvj=1&vjs=3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
257,Data Scientist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0AXBtxsLe9m2KRj_jCBdk184ANefrLFEPSzBzUevTHxVwzdFFWiCuUFfaZuy5dwRaMj5mCL0UEU0zImT-niN5AwOtL7_oWvk0ODx5hsNu4bQngYuf22su9ZAmnXrFu6_RTciQEPhjyJuMTyRq5voyJQoLFiGOz0vYxEgL2oQm_XVq0JoSuVzvRsKfxGFfq8WXvm2OnobZZ0I9QyfATvIyLgXtAWVRHR1ZATxt8H6DY1qqdT507MMG-B_MzmAtgl-SpkwXOcAy0aOnX9aYFizePADJ90CY_9-CKIu4P3tNYxyb3IXyE1RrRm8aieypV23OGbZPR07c_nayjJo1eKHLxhY_lrLfsw13kzgycNtnO5UJLkVCc8nqO8d3QEIpgaLf5ys8bWqYIEzgvKkFKZsHe7EZadbs0jX65BaC4DuUVWiHK_4pjSG0OCGZatSIDXHm9MKydbM1pYfs44O1jJt9iPH1DOJUONNoc=&p=5&fvj=1&vjs=3,,,,,1,1,,,,,,,,,1,1,1,,,,,,,,,,,,1,1,,,,,,,1,,,,,
258,"Director, Machine Learning Software Development - 78082",https://www.indeed.ca/rc/clk?jk=96f05dc5718d4e4c&fccid=b45c4b5a9c9a7448&vjs=3,1,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,1,1,1,1,
259,"Technical Product Director, Data Analytics",https://www.indeed.ca/rc/clk?jk=1c2669b60e251aeb&fccid=9579d885a2b359cc&vjs=3,1,1,,1,1,,,,1,1,,1,,1,,,,,,,,,,,,,,,1,,,,,,,,1,1,1,,,
260,Senior Machine Learning System Software Engineer,https://www.indeed.ca/rc/clk?jk=c3c1181407f58cd7&fccid=d40ebe11fc879426&vjs=3,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,"Machine Learning Engineering Technical Lead, Self Driving",https://www.indeed.ca/rc/clk?jk=b6421f4b7f58a5be&fccid=f766f8bfbc3effb7&vjs=3,1,1,,,,1,,,1,,,1,1,,1,,,1,,,,,,,,,,,,1,1,1,,,,,1,1,1,,,
262,"Director, Data Engineering and Data Science",https://www.indeed.ca/rc/clk?jk=7bdb30b2985a2216&fccid=9343039b36601ad2&vjs=3,1,1,,,1,,,,1,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,,,1,1,1,,
263,"Director, Name Screening, AML/ATF Models and Analytics",https://www.indeed.ca/rc/clk?jk=a79bcf89b4930e08&fccid=3002307a9e5b4706&vjs=3,1,,,,1,1,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
264,Principal Engineer – Natural Language Processing,https://www.indeed.ca/rc/clk?jk=77e15a966bb29427&fccid=186cb782756b7dbf&vjs=3,,,1,,,1,,,,,,,,,1,,,,,,1,,,,1,,,,,1,1,,,,,,1,,,,,
265,ML/ AI Developer,https://www.indeed.ca/rc/clk?jk=455486a81e0f9156&fccid=c0b5558e336243b3&vjs=3,1,1,1,,1,1,,,1,,1,1,1,,,,1,1,,,1,,,,,,,,,1,,1,,,,,1,1,,1,,
266,"Director, Data Science",https://www.indeed.ca/rc/clk?jk=82c0b672d840fdee&fccid=3002307a9e5b4706&vjs=3,1,1,,,1,1,1,,1,,,1,,,,,1,,,,,,,,,,,,1,1,1,,,,,,1,1,1,,,
267,Senior Machine Learning Engineer,https://www.indeed.ca/rc/clk?jk=06af34e7c2ef706f&fccid=e58b98011df8b83e&vjs=3,1,,,1,,1,1,,1,,,1,1,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,
268,Senior Software Engineer - Data Science,https://www.indeed.ca/rc/clk?jk=3ae2c9c97ba690b5&fccid=ec55bde5facc64de&vjs=3,1,,1,,,1,,,1,,1,1,,,1,,1,1,,,1,,,,,1,,,,1,1,,1,,,,,,,,,1
269,Principal Data Scientist | Global BI,https://www.indeed.ca/rc/clk?jk=52de72367ecfaa4d&fccid=70687d47d3cdf42e&vjs=3,1,1,,,1,,1,,1,1,,,,,,,1,,,,,,,,,,1,,,1,1,,,,,,,1,1,1,,1
270,"Manager, Data Engineering - Machine Learning, Global Risk Management",https://www.indeed.ca/rc/clk?jk=c2bd2a7e1199e851&fccid=3002307a9e5b4706&vjs=3,1,1,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,1,,,,
271,Machine Learning Software Engineer Sr.,https://www.indeed.ca/rc/clk?jk=4fb76f739649b47e&fccid=d40ebe11fc879426&vjs=3,1,,,,,1,1,,1,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,,
272,Sr. Business Data Analyst,https://www.indeed.ca/rc/clk?jk=b188b48d608acc6d&fccid=fd5fe36fc41af604&vjs=3,,,,,,1,,,,,,1,,,1,,1,,,,,,,,,,,,,1,1,1,1,1,1,,1,1,,,,1
273,Senior Data Scientist,https://www.indeed.ca/rc/clk?jk=fc6a7c17998e5e41&fccid=d8ca090bd1ad5f9d&vjs=3,1,1,,,1,1,1,,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,1,,
274,Senior Machine Learning Engineer,https://www.indeed.ca/rc/clk?jk=3d37eb916c8d5806&fccid=902725744ef10f3f&vjs=3,1,1,1,,,1,1,,1,,,,,,,,1,1,,,,,,,,,,,,1,1,,,,,,,,,1,,
275,"Specialist, Marketing Analytics",https://www.indeed.ca/rc/clk?jk=dd69902b93369062&fccid=6d9b8e75dfffb17e&vjs=3,1,,,1,1,1,1,,1,,,,,,,1,1,,,,,,,,,,,,,1,1,,,,,,1,1,,,,
276,"Architect, Business Analytics",https://www.indeed.ca/rc/clk?jk=79f12688ed41d8bb&fccid=50f045c36aa7a501&vjs=3,1,1,,1,1,,,,1,1,,1,,,,,1,1,,,1,,,1,,,,,,1,,,,,1,,1,,1,,,
277,"Analyst, BI & Analytics",https://www.indeed.ca/rc/clk?jk=f83ee262b276c200&fccid=9917de3c28f569f6&vjs=3,1,1,,1,1,1,1,,1,1,,1,,,1,,1,,,,,,,,,1,,,,,1,,,,1,,1,,1,,1,
278,Data Scientist - Price Point – Start-up company,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0BJik0eOC2RiRcwALxZHhvolY0CiBGpIrD3jqHmT6hgcj9GGUq3nwzxcDRn3ID9hoVNHpFJfiMZVEii0Cjbtagb3mhNDEo_oIHpFMg9rCWYzYfQN4HIi5Iz2oA57hgnhTPzzOvyQ_a7LX3zRK22bHJRRSaN0PAPBBB3IrcOYUTwERjxKfp6NrVszE3ohqXHq2QNBxDt20Doy7fZdZrEHtIGRcCQVq4U16mSwEzK6Psy7qsC83B3rj9zrDBFIGjMTBzinzup4gNo9Ng-J7CdtEsesV2RkBmOJQOYgcCBd9XeHNPevajhczqdy_QmoxZVh2-1JNx1Ijub22qRdq_2nto9TTA7lZyKBSfdiRJo6fwFoob_ri1yDdTC4GEza3dbdw9YvuqNjmiJ_40Y-BZVUY11olFwmUuqiX2D8gN3Sp_n7PntPBbt8tE0UhXYRzfF0VvqtS3Ujt21TbT3h7OPoNFfhqm-jK2UuPaZQVHAeciKGJtgJUQUUenXkcz1ceC2pw3gKzxIlLOgh2V3Jxd7d0Q6k4vAgH4VIsLUGepCvagy4UlOLlGVoJ8uF747FFSylSTThgDHK6hWHw==&p=26&fvj=0&vjs=3,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,Data Scientist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DznJ5LOB8Sxa7QeEp9Xu-7tmqymb8VetCdACJvEZcmjLc7NxI4nl05s9y4FYYvp4ZyoOtZSbXRe2a3zpGcFuqApy31lt2V0W7jSAKgf8m4RxlrxXtm2Yi7bMznNljQDNFsAXrnOWrm8s-G4yQ2XN3llIVSvPkOSYgtHJvGe8WNtKRBIZbDCl55CuNo5vN-oc4VLXmol2rIIqEhbi2hmJDnVoVaMPyAYHLRujtp-2wsRcPUtLCVoPhLckduQ_AmtrxvKcuCdKy9D1vQ_GsPO6AM2CTzVQYQbdqJpDXdfHpIjYu8prkkHlNP0azy4TkMnz_tShDCrOvb4l516YoQVRXMgybxysb05Y3_vUFzfmDNs0fdtOn_l_soT_BvCH4TpCX83FY65n5b2JE9jjXizmGW98-nzep5YMdlrUExDyfFFIsRqb83KYa5q55lpCn8itE=&p=27&fvj=1&vjs=3,1,1,1,1,1,,,,1,,,,,,1,,1,,,,1,1,,1,,,,,1,1,1,1,1,1,1,1,1,1,,,,
280,"Data Scientist, Financial Crimes and Cybersecurity, Senior Associate",https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0CFuo8Y6gfchSUHQ1--N7NldjQkI7yBNtHdUdaTqsTp_wgBx-mCezkojpE1FqImCDcdMpTknceFKa1yqHEfg7eAzIRiEPi0KnsHBrUZqxbRZ7zRnwJLbU1gJumxWF0-bCwuOKher6Wuzrh9SqRxKGwEj9kdBxL0AjAMd01Ur60xwl8HyazleGv7Rm-a0h8ah74bb6WL9KY6q7oqVVfoNeWPCK6koESJPLHmC03nLoRT76TDa97yqDabcVX2jfw4jXiS76Cf9SVInn8S2QZl55w33KhF-roNMjWzVdgSiSbnOEQv9-10mHwbfksZmku8iUPuzK2W9UBSPbqayvh6BADt7BG0Lgt2hUQ_5mWqVPdgaw3rQkGldaz80g3EGiBev3U6qQXXHq_J15t0DIxAy4DfgVcvwK_ENRcRvOjydl3u_asaD25CWfc0luJ2ZLE1gKHsDqVXqDnbDmbLbMTTFYYBuHpZdtyZe3n49UNgbgyUo0DvoJmjYReO6E4bx25eGQTyKMtPZUn2YqmhMiSIm2IlV2nQDPdZRp3lAlp7qaOlX-3vX3xwVN5kYk2QSMIf3ydeKyUU9KOuxSVazfm5mc334weFGDuWVjc8cnh6BOos_AmaR7utLcOW&p=0&fvj=0&vjs=3,1,,,,1,,,,1,1,,,,,,,1,,,,,,,,,,,,1,1,1,,,,,,1,1,1,,,1
281,Big Data Operations Specialist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DfaJzxeKsHg3yNa09Lu8cQQduvjegwzxl5yjE4sdO8aCQ7r433WSCgz7HcYFllrIDsHBe4z3rcFtA5i1J5G4FbQMDoOPjw874oHHM5HAs3M9-kNVuGFDx-C2Qyis7Vbs-NfuFaJ6u0bZw_pp4CQuhtaewMu6iFdeghg2yfbYbjBzd03aii2gW4cgl8Hu61EsEdQ-63viL_QONdwV8CBuzSfWUjhcWgBYPLhfvsWw2sAo98B0jpcGiuJWzRciyxnkgfvRjwVYCwQixq71jrWX4UMgMt2RKJgLTattrmGSdlbDZLEtTbINRKMXZDYeyn0mjzHxaMztAqB9W3jRv6pfjerl76dxXtSaMrOZX8lMbbygA0uEIh2H58ZjT26F-eRhzP5oej9zXz80Yp546v5wf3_FJbb745h7-jke0anvbgnyqaCG_7qIyXh5gPVDN1-lCeumlCsVkHg7Lnuc0bRbXpuqylVpzO5KHWBnB22e3I4l0HFbm6UUPGlwAElJl_qtlfACxytyHjXNZq7lq6QHqiiGt7sy5a1IlfQCsUroWiXD84A2hfolXhXzKeQcJNLv4=&p=1&fvj=0&vjs=3,,1,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,1,,1,,,
282,Data Scientist - Price Point – Start-up company,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0BJik0eOC2RiRcwALxZHhvolY0CiBGpIrD3jqHmT6hgcj9GGUq3nwzxcDRn3ID9hoVNHpFJfiMZVEii0Cjbtagb3mhNDEo_oIHpFMg9rCWYzYfQN4HIi5Iz2oA57hgnhTPzzOvyQ_a7LX3zRK22bHJRRSaN0PAPBBB3IrcOYUTwEZO-aE9RI2o3RSlK_DrkBe8gZFTd-aWu2ydvWEFJPJzIxwcsVbXsQWF-6h2hKQJBfcaO0YyZGkKgmA0cyS6F1qSFHjUrgqDMATQEt0leDVp3FDt2-h4Zaw5RYfj89vp5EP3AtYA_IjMIZ0-Dye1FoZM6ythKcxz98Mza8TZ_8oYynG96yYx2cWJSHP6hR6ZlREViWsSU2tGmXwygRrfQRmQrmknP5emMT5Feww3evB0DCylqpQJosDuXw2gsJDNEZq0P1_-6elcRgzPtAhcVOE1LP9U1R7BlcdU-hLI3PvIdrdwK_KAg5DIDs0FodRIqdCuKauG6Q4HVXL3mBuUrzOcuht5vVW4kSfL1HTvn7HQSnzwqGcTO8bErsYNkRy88Ik-tTzgVQzB6X-NhSeYCMeg0u4cPrlI_bA==&p=2&fvj=0&vjs=3,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,Data Scientist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DznJ5LOB8Sxa7QeEp9Xu-7tmqymb8VetCdACJvEZcmjLc7NxI4nl05s9y4FYYvp4ZyoOtZSbXRe2a3zpGcFuqApy31lt2V0W7jSAKgf8m4RxlrxXtm2Yi7bMznNljQDNFsAXrnOWrm8s-G4yQ2XN3llIVSvPkOSYgtHJvGe8WNtKRBIZbDCl55GLmZiwCFzhA-8IGZGu0Bk7hxGYiIL-WH-8cB_sfbD5-HIQ7bA9W7pMDcJTjbgpBcwZDsUyrMOmyrceRVH3gDRtWt3MNAYIX-WVXIemKd9hb75N7gRBGPkVdb0MIC7s8npXkxMS6zuDZvBsVR960O2xNUb8rz99XpMrqSesQbgC0OyIhVTgCly6ydls9j6WMyD2-rKgfmYRrH8EfRMM5nLTCdlCFEh3mwF5W4z0D0ZwUk91cQfBZxojwa8r61GJunPUG2HRfsaQg=&p=3&fvj=1&vjs=3,1,1,1,1,1,,,,1,,,,,,1,,1,,,,1,1,,1,,,,,1,1,1,1,1,1,1,1,1,1,,,,
284,Big Data Instructor,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0CYMvVl1R3x4HhPmDe20s-Dsm8iEII5uyjFc-sLJEUXzLh2VAYLKF2jRQ5wKCQUQVEJBRfM7UITcbgLYL356kofBJUIJujXzN2DBReUeYkT1QzGkRR1PNVAGuESHqOPpvZdtigSrw45ao3-nzuu-x3yMyS3cTLhaTbB6EkBd7cmBZ5Cy4nNTE67wiiqhNpSH_jOm_GUC5QFpc3nejDJQiwH-td4Ddt-JUY1ZYn9wg-zR8wsVhiVYVozI4c3Y-_qU5t9SeOdPvoFaAUot6om38Rw1B08yBumjfPl7DJHSotUSNE21coYS8l9iTbATeTwZgS3BQ_Yqg4uyPoEiPOhqP4x6GqkXlsPE1AUL8vtZWIcYEjDmPLPipaeqXMFPsmpQfn8WURyuYFndfF90KvxPbxfJc2QIWaDUnlPw53aTY0H7aVx8I3TNpbzUpUXYwnZcUHUUrfnqILu4g==&p=4&fvj=1&vjs=3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
285,Data Scientist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0AXBtxsLe9m2KRj_jCBdk184ANefrLFEPSzBzUevTHxVwzdFFWiCuUFfaZuy5dwRaMj5mCL0UEU0zImT-niN5AwOtL7_oWvk0ODx5hsNu4bQngYuf22su9ZAmnXrFu6_RTciQEPhjyJuMTyRq5voyJQoLFiGOz0vYxEgL2oQm_XVq0JoSuVzvRskopk269PvN8SVN9123b8Q4E7s_IKM650fieiVDFjTQ4l5T8D1MgUK_UsM_Sa-oCK3oKmMwRRhFSwTIB7iZslexWsZfYmgWHd7VghncobDF54zXrwf8PJY8nEhGyQ0XrKjVjencwrv9E_lAJtxrWpAUfXxhU0Gl-xpd3kQKJfLJjhTL1oTJLvSR29awvDHq-Hhzgy5hjfIa0iKjMkwQP9IdaPiKexuIaSlnPAvNXn5ORSQAT92FPMtNXCPgR7EX9hrQQMJf0HtCiIIno7htq6aWF5RuxLLSrmZQZyF2dAr0E=&p=5&fvj=1&vjs=3,,,,,1,1,,,,,,,,,1,1,1,,,,,,,,,,,,1,1,,,,,,,1,,,,,
286,Python Data Scientist - Research and Engineering,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0BFUzwZI7hB6sL3-1CSRuneG5TadXY2WMHKQsf1P6r6k45m7TN6EVbfDXe_axt3BS7b6n5egkEfAym44vnFG7hMQfQR9CMQJY7kizhXvr3KH6LDtowaKUEt7PpbGXqDrHT7Jth6vyLAa51j_VZf5cBffg5pBda816ZUiy6m73uas4KwZqQAMlPNkcdw3q6q_nyo_V4sM8zYhXR942g_RNd6Wf4qUbYitfV3moBSGDKrryjIe28be0Rq56Ai9BGAqfSo1wgrKf-y5r1szZo0d9hBUPZEjdIeF0iEu7y5o4ApgrqlR_Xxm2ISmOvC5pHy-2n14TpIyBJ1ZmWSdAeBbLXDv_sSHf1ENH0DPPSwX8Hixi7_Gu7RkI-pvvslDRA_nVgNY4f_LhvZeT7_LN_Ju5YMABi1612nH-yj1SDe50zLibwQVPDQyNawqU2vy6v3g-yT0m0LnMdpNWN7PEP41FkFCOrSKrJA4D-zNjhFeeWmAA==&p=6&fvj=1&vjs=3,1,1,1,1,1,1,1,,1,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,1,1,,,
287,Senior Data Scientist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DPvDrY7fOi7IBjGen6Dx7RXxfTf3xqH9cPvuoqrlxtCEWGirnFmPeDqLmC0lmmv53RT4c7TfVaEeCaKVRyV_uwnQ0WZWsfo1bn6WZeEBuu9sU3EZXbsctoqXEI3pYPLgSyBty4p-CKJVlNJuqhH5RgZux2kej8PJgnpdx0xJ87akiNqCFj7xG3fxT55aW2oUkFDwLINOeJv7rqkHyhVI0chjId3sQnYvkt00zdBXXooyf4tXpmNtZ03bXwEhL1lWJEBJyWS5XkvFLQZrPlZnrXNhx_gNc1oAUeuwAq5UgGNEDNRDU4PcEuzVG28ztg7Vg41dhxOLmbCXAiki60vQbTrlX-iqHLORFWuukOK33PhXd5SbtHXfc5wldJ9oLbBTE1omekFfNykTDoy0ns4Q7KiJqT5HoH4-EZGBHHAngyf6NSnCFsy3HT900W2gHc8WOgVr7XJLc6TV12ummmF-0sejbB3LMcXPaXVXX44H2VPPsYfIqpXLQLMMVgRM8bZTyOdu-BpOuto6d_kRlPkHWl9VUMr9ob8QlWLzCJ51nTfnj_4ifx6avTs7UN4GCkwt0=&p=7&fvj=0&vjs=3,1,,1,,1,1,1,,1,1,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,
288,Machine Learning System Software Engineer,https://www.indeed.ca/rc/clk?jk=c1a22a5a35243971&fccid=d40ebe11fc879426&vjs=3,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,Head of Artificial Intelligence & Machine Learning Research,https://www.indeed.ca/rc/clk?jk=53046fae85aa08c4&fccid=510aa29fcf8f87d9&vjs=3,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,
290,"Director, Machine Learning Software Development - 78082",https://www.indeed.ca/rc/clk?jk=96f05dc5718d4e4c&fccid=b45c4b5a9c9a7448&vjs=3,1,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,1,1,1,1,
291,Sr. Machine Learning Software Engineer,https://www.indeed.ca/rc/clk?jk=349c84b181567422&fccid=aef928e89977f7f0&vjs=3,1,,,,1,1,,,1,,,,,,1,,,,,,1,,,,,,,,1,1,1,1,,,,,1,1,1,,,
292,Senior Data Engineer - Analytics,https://www.indeed.ca/rc/clk?jk=a395b89a2970c032&fccid=a4813de415be0594&vjs=3,1,1,,,1,1,,,1,1,,1,,,,,1,1,,,1,1,,1,,1,,,1,1,,,,,,,1,1,1,,,
293,"Manager, Actuarial, Rewards and Analytics P&C",https://www.indeed.ca/rc/clk?jk=111d227a7e95dd3f&fccid=9e215d88a6b33622&vjs=3,,,,1,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,1
294,Analytics - Analytics Generalist - Senior Associate,https://www.indeed.ca/rc/clk?jk=68a43de48ac150bd&fccid=5e964c4afc56b180&vjs=3,1,1,,,1,1,1,,1,,,,,,,1,1,,,,1,1,,1,,,,,1,1,1,1,,1,,,1,1,1,,,1
295,"Manager, Data Engineering - Machine Learning, Global Risk Management",https://www.indeed.ca/rc/clk?jk=c2bd2a7e1199e851&fccid=3002307a9e5b4706&vjs=3,1,1,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,1,,,,
296,Senior Data Analyst,https://www.indeed.ca/rc/clk?jk=d9c94e15ddf2698b&fccid=d8ca090bd1ad5f9d&vjs=3,1,,,,1,,,,1,,,,,,1,,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,
